run_id,seed,scenario_id,replicate_id,scenario_seed,algorithm_seed,algorithm,fitness,reported_fitness,base_fitness,search_fitness,penalty_scale,report_penalty_scale,search_penalty,report_penalty,energy_norm,delay_norm,aoi_norm,energy,delay,aoi,qoe,fairness,csr,nfe_used,max_evaluations,runtime
2,686312795,2,1,686312795,2394794599,GA,1.028224601022775,1.028224601022775,0.7198912676894416,1.028224601022775,1.0,1.0,0.30833333333333335,0.30833333333333335,0.5452560442866216,1.2669940398945,1.2305864007419565,59.78454914149669,1.9478040773053031,2.2842935449340516,0.3108912504096796,0.8813628499347923,0.6916666666666667,15050,15050,8.501231799833477
2,686312795,2,1,686312795,2639945231,PSO,1.4837701175658409,1.4837701175658409,1.033770117565841,1.4837701175658409,1.0,1.0,0.44999999999999996,0.44999999999999996,0.6655732241981799,2.0212281853366294,1.9822069670332838,71.48562278545648,3.876192211443069,4.2126816790718165,0.2683046272273867,0.7944613218567622,0.55,15050,15050,8.17313400004059
2,686312795,2,1,686312795,1589052584,DE,1.0023064707491978,1.0023064707491978,0.7106398040825312,1.0023064707491978,1.0,1.0,0.29166666666666663,0.29166666666666663,0.609215577608013,1.2321362329483976,1.1702498396055656,68.73372045847222,1.9598538591379164,2.2963433267666646,0.3121364352379916,0.8863153064501822,0.7083333333333334,15050,15050,8.316492199897766
2,686312795,2,1,686312795,4063842455,Greedy-ED,1.0428358137806026,1.0428358137806026,0.6845024804472695,1.0428358137806026,1.0,1.0,0.3583333333333333,0.3583333333333333,0.7012343224855552,1.1091803204484088,1.0610375285132565,76.58756499149857,1.7595388144162942,2.0960282820450424,0.3169486257562164,0.8801202610256899,0.6416666666666667,360,15050,0.19658210035413504
3,688560886,3,1,688560886,1926491307,RDHO,0.8838746113219561,0.8838746113219561,0.6172079446552894,3.01720794465529,9.0,1.0,2.4000000000000004,0.2666666666666667,0.6738796982789305,0.9148198608281775,0.9747475116312347,90.70565319032383,1.556084159734223,1.8699132416627062,0.34360277653344173,0.9205831896146536,0.7333333333333333,15011,15050,8.156206199899316
3,688560886,3,1,688560886,2082653601,RIME,1.2795250822814341,1.2795250822814341,0.8795250822814342,1.2795250822814341,1.0,1.0,0.4,0.4,0.7492663382945087,1.5928672704701259,1.5904282346560041,90.6893777642145,2.4986736759255663,2.812502757854049,0.2980427527889521,0.8614796710688954,0.6,15050,15050,8.67077530035749
3,688560886,3,1,688560886,81482173,DBO,0.9217619543461695,0.9217619543461695,0.6384286210128362,0.9217619543461695,1.0,1.0,0.2833333333333333,0.2833333333333333,0.5375139120691514,1.0354896299910858,1.0835412176769816,69.97872990856484,1.7361245424445255,2.0499536243730088,0.33805937880125686,0.9188612365251263,0.7166666666666667,15050,15050,8.159938300028443
3,688560886,3,1,688560886,2668056089,TLBO-HHO,1.0241601085662666,1.0241601085662666,0.6741601085662666,1.0241601085662666,1.0,1.0,0.35,0.35,0.40770872307143496,1.2132746693616634,1.2216957604969125,50.19083576283811,2.0507062256184745,2.3645353075469577,0.3341354651767302,0.9191707444155921,0.65,15050,15050,8.080904600210488
3,688560886,3,1,688560886,2496696003,CWTSSA,1.011114189660347,1.011114189660347,0.6611141896603471,1.011114189660347,1.0,1.0,0.35,0.35,0.513424210083371,1.1041641876556902,1.1451079390285557,64.92262977753384,1.864364789355292,2.178193871283775,0.3288269979936412,0.913355633231252,0.65,15050,15050,8.296841099858284
3,688560886,3,1,688560886,2397042690,GA,0.9701987435564345,0.9701987435564345,0.6701987435564345,0.9701987435564345,1.0,1.0,0.30000000000000004,0.30000000000000004,0.643242997322815,1.0743570533623978,1.1083575637006593,88.69407586401039,1.7486197790266451,2.0624488609551284,0.33494313790216024,0.901507969243757,0.7,15050,15050,8.421440199948847
3,688560886,3,1,688560886,2642193322,PSO,1.3392215658534812,1.3392215658534812,0.9225548991868145,1.3392215658534812,1.0,1.0,0.41666666666666663,0.41666666666666663,0.649500406566085,1.7919946642785187,1.717561997213459,89.11161650402784,3.447806779840634,3.761635861769117,0.30378996462154945,0.844937078908722,0.5833333333333334,15050,15050,8.571618200279772
3,688560886,3,1,688560886,1591300675,DE,0.9196637765252053,0.9196637765252053,0.6363304431918719,0.9196637765252053,1.0,1.0,0.2833333333333333,0.2833333333333333,0.6761871380273821,0.9636590617306805,1.0267615777499226,84.37919030094844,1.6599008195181675,1.9737299014466507,0.33695632122259767,0.9230388880646904,0.7166666666666667,15050,15050,8.50340920034796
3,688560886,3,1,688560886,4066090546,Greedy-ED,1.0032094736818522,1.0032094736818522,0.6365428070151855,1.0032094736818522,1.0,1.0,0.3666666666666667,0.3666666666666667,0.6651767055731217,0.9822754691675254,1.0295342073324847,84.7125997015182,1.6335543802928179,1.9473834622213009,0.3414783181406305,0.9244491245090037,0.6333333333333333,360,15050,0.1847537001594901
4,690808977,4,1,690808977,1928739398,RDHO,1.1346665800192088,1.1346665800192088,0.7346665800192087,4.334666580019209,9.0,1.0,3.6,0.4,0.8188259598997851,1.2038802252066423,1.163604493831785,84.01978243477582,2.0006779199090623,2.3525794711411927,0.31201097892976404,0.8938300071226861,0.6,15011,15050,8.919228199869394
4,690808977,4,1,690808977,2084901692,RIME,1.7663043795303335,1.7663043795303335,1.1829710461970002,1.7663043795303335,1.0,1.0,0.5833333333333333,0.5833333333333333,0.9848847113778927,2.356606148175411,2.1709267994665113,109.46714708663536,4.658050500165716,5.009952051397848,0.24135453494635808,0.7683972355708328,0.4166666666666667,15050,15050,9.065911899786443
4,690808977,4,1,690808977,83730264,DBO,1.1673225950973856,1.1673225950973856,0.7673225950973857,1.1673225950973856,1.0,1.0,0.4,0.4,0.7375576840507964,1.3276295919597405,1.2683316334152939,78.70845875626159,2.172611743762065,2.5245132949941955,0.30342872227456674,0.8810585696744477,0.6,15050,15050,8.731229099910706
4,690808977,4,1,690808977,2670304180,TLBO-HHO,1.2671991108589977,1.2671991108589977,0.7921991108589977,1.2671991108589977,1.0,1.0,0.475,0.475,0.6620431716392754,1.4380361053300827,1.3535212748189218,68.35974857426844,2.3332909782176503,2.685192529449781,0.3001690576547868,0.873899084945974,0.525,15050,15050,9.005390900187194
4,690808977,4,1,690808977,2498944094,CWTSSA,1.1937708336617232,1.1937708336617232,0.7604375003283899,1.1937708336617232,1.0,1.0,0.43333333333333335,0.43333333333333335,0.7490613655383577,1.3088199587119256,1.263629455898712,76.26741867767907,2.150774423998696,2.5026759752308267,0.30825212852742556,0.8956302294281544,0.5666666666666667,15050,15050,8.882518299855292
